"","word","A2MVFSJBKHUPH9","A2XPQ8KYFKI6FD","A1LDS7FXQNGLEN","ANC446SIU64J6","A1WXZPUAXDE0DQ","A14N0AMVXOBZYH","A911XMMVXT7IU","AY1ZVSTHEQDH8","A12QOWM20FCN2Q","A2LFX0LP92GLCQ","A3T8CCUYDNT61C","ARNTOT4L28BBP","A1RCM1Y87J0FGW","A2TJHKHM8T2SV3","A1RWNYJA5X25YH","A2I2OHYPL49ZAI","A38UOBWJF4WFGG","AJDL05304W8E","AOTSROWZG1XS1","AWZ83IBW10B96","A23PSX2ZO4F65Q","A3NMC1E54BML7K","A5E076UK5CA9J","A117RW2F1MNBQ8","A21L2ZM379FG7","AER86HM7LU5G","AOVB3KCIIJLRJ","A2MSCP411YP41Q","A1GAARR4GOOZCO","A2U750ON775R3L","AZTDJC8RWO5C5","A1IWL4WQTKN1PR","A2L6GS9A2MMQK4","A1RE0RBV10VAVC","A3NOO9K3CY1YU5","ANDPWG91K8OEX","AKEZ83FQITFD8","AM7UBKT777C3R","A2AB80GWC0LU0P","A2EAIMII6MSIO5","A2RPQGUWVZPX7U","A14SNQOYGXPZ7K","A1JY8OZHGDL9GR","A1JBTEJN14MFFA","A3M0KT6KUJEZD1","A2NJGU26SOMOKV","A3UDP95JGEX3H1","AA8O3Z9L0FSW1","ACUXGYJAQUZAE","A14WWG6NKBDWGP","A2XKIJJPWTOQ5Z","A11GA4B4SEYK44","A3S3YW6II31OZV","ACYV5TUADOWEA","A2OIFE4TAQ7AEI","A2PE5UDQ5WG2R0","AEUGCBFJPU0MX","A2TG01V56PAL65","A1SYR0UUMZM2VH","A3QJPB0NZU5PY1","A7LIT8S8LGRAH","ANL7UI5ES4L18","AEX85SLEN727","A1FNEVG87BS5K0","A2GNS1SQLQNMR2","A1VXGA62J77RO","A2BJ35SLVKCUL7","A1H314LD953G5Q","AOZ06WXWI630","ACTW5YEWV9OR0","A8L4UTQ8RXDFS","A36TOO4WWGEEPW","A1W079WCHEQKX6","ALE5RDP8XZL3","AK9FN3FCOY9Q2","A3EQVDHHKZRC0K","ARGHS9P7FVR3W","A15QI1G4FCMV5E","A37I1ETWW49IZO","A3OQ1JKWS02NMF","A11KMPAZSE5Q0Q","A11AUVZ4MCA7VU","A39GZHNGT87G5N","A5FJBKJ8K5I6S","A26LA7PUZG0N8S","A1U1QL617G5DU3","A2DGJ8T7C3HMCQ","A3SWH7DHWHP0BO","A2HS4FQ4DR4GIK","A21TTUZSQ5ZE6C","A35QV79054LGTU","A127R5QI5OGBIK","A2VCTDV17CKH2X","A3TK9CLBA65ZZE","AK7YVYGMIF6T0","A25OW5OQG4B8FR","A2JRWVPVWD1KAS","A3EZCOCQU4QNCO"
"561","ice,",-22.7804442915599,-23.0070058979065,-5.53200222678548,NA,-15.2285999430892,-35.8980751452766,NA,250.091172707811,67.2009889298072,63.038772115864,-154.556603879637,-57.2740829323522,-67.1977500069646,-2.68633031172279,-12.046976485899,107.251474408972,125.170372719109,-22.4115019312725,25.0490749639182,-100.33159842654,-15.1420016324899,24.742901489044,111.551123520747,11.1598837008225,179.211450614688,91.2104327133761,25.9007072417021,-35.6215954168488,-82.4500015571062,59.2401076065135,12.2086288547377,-41.5064875124866,-41.8562588985918,-97.6569105354553,50.5061516023557,309.033079967955,-12.6813359073789,-171.797293599954,45.6426537913965,-43.0154709361294,-43.3580332298549,NA,-66.320480788803,8.56042790803131,1031.39928862538,26.1705388919124,23.1547428760276,337.533102943446,10.9633378993909,-108.945091252988,-43.7971687553124,72.2916592540085,95.6976357183015,10.8225186023006,-79.379039898719,172.754586769014,50.0378172572448,165.186076175293,-67.0709689201516,-18.286401409899,61.521617168662,-102.827450607885,-0.197376265341274,-12.5894173443791,11.9492831672209,110.857827514224,-20.6746721287155,19.3726714484633,41.5194641464089,-56.5969563705556,190.555125353222,-54.8226660750811,-12.3313256802044,-32.8269809696369,238.285993224945,65.4443239236325,-104.199634320752,-10.4929334956993,NA,-19.7239896144636,18.7211401656666,15.8995792828041,36.804252489539,143.65511082582,-11.4423995554503,121.301251089675,-18.0949201800368,23.7277336389417,-33.0705475051227,-100.410340860007,-179.065530259441,103.751329106854,-13.0357795893754,24.6834330651905,-6.10958644032895,-49.4656143702685,-82.9743625199929,-24.5209764853244
"562","motioned",0.743404931879519,-41.6461414136351,-60.0186927702563,NA,-2.59114075867944,-120.590345248291,NA,-115.557428219036,-15.0891311340019,74.5041932683609,8.55681746857764,-58.3162246438342,-31.4252431120262,2.75364226417043,-52.1739979580138,-93.2836496099845,-43.860205800939,-44.7677307254306,-41.0013445699876,-128.513381169688,-12.4131911475367,-48.2220400548657,30.8545110864275,-63.4970849117728,50.073151329015,99.6532671771404,-123.818072359028,-22.6394710344179,10.4919675903199,20.4004136378199,-94.8575716425347,61.5925433025656,-22.9052925384283,36.7756434738281,47.3651845903247,-58.1293219226053,12.4397848992629,-239.738119706269,-20.0522048808159,0.0285988857035872,103.622785798772,NA,-110.91804979684,13.3357305694611,-108.121002378933,-58.2647902537618,127.776723810456,14.819134843005,-56.7181962959252,58.4455867232587,-123.941184407169,45.0760210046,60.5576410600124,-0.681735406388453,-88.2352191595493,-18.4443046191089,43.1293915245592,-63.2225247795374,134.481176998098,-81.5511106827886,7.18163024026108,-67.0754445359496,-70.9716432881574,-14.7187189271716,-31.6272855696116,-48.1357946116755,-34.9167386821355,-126.632306180249,9.45263943497381,-77.954978283507,-43.9347155125215,-98.3099767477397,1.82991431123936,-0.74973131288137,329.451797265062,26.1597292066592,-146.69812393156,-33.157046990047,NA,-34.9850728601092,3.17806699020333,-85.5692864035069,3.17953550228685,65.8945582321145,-41.0029995134,1.62522173219442,-16.2013379101039,-28.1781667450457,-18.6058557770728,-152.975329167846,120.214477684521,-37.8167894294805,-2.98960229378859,1.04721920735804,-29.4907975008887,-24.9656411562137,-90.833225562209,6.6732110208792
"563","for",-37.1614065974198,-91.3472220189743,-46.9103295909178,NA,216.112035260808,-51.725007619523,NA,24.5033229395225,319.273518945759,47.6724168277398,-161.084959216691,-6.26354750448163,-48.1408767306992,-30.0463234556961,-10.0152211178703,-0.364744586289034,124.678017349121,-20.822444732733,12.5616798473946,-47.7861527407527,-48.3242042537282,-46.5158631249786,127.975276629327,40.3241258539713,3.99602543610562,15.0997240974351,118.080402141885,-22.1171265124565,-40.4354938439627,-1.04996890131304,-54.7748210209442,0.718754783750309,-38.5940004886327,-78.7650490377761,-5.45860664463662,10.8236804405947,38.2883838909606,111.437912926625,-2.43363154055032,-15.2764883915877,7.89676201298837,NA,-52.9210885367937,0.866602242673865,-93.7206386235385,-28.7206288216691,0.999247642420588,50.2115949685559,-21.36627855178,-121.042760747049,-69.7611648423482,-41.9044311836394,31.9826343828738,27.6985821044729,267.085004916489,52.554309616045,-4.2350763095838,-66.2117735859989,-4.45900539971402,4.52977590832344,-18.1433860992378,-18.2654521258691,-50.5038095096373,-2.05709194868097,-7.15657464857099,-33.1437669543008,-49.6141554903605,23.8739158556414,-11.4638296757323,-58.7574508923177,87.4275855696576,-21.7008384069164,3.87836432193472,-46.8462933838258,105.494542214916,18.7654726028758,46.42498808195,-8.82690512211233,NA,-22.9087188030522,-21.3930915404676,389.766795704382,-20.289568263648,198.845248974246,-4.05224956596282,65.2202584290452,-43.56831574752,-24.7957912650614,-8.68672043713515,7.98090621695303,-78.6355322454313,-30.8566412590623,-15.0473239132721,-15.9075134703514,-35.264283675189,-17.8406076737822,-22.7596467594389,134.930476638125
"564","him",-21.1614065974198,360.652777981026,-31.9103295909178,NA,9.11203526080836,-95.725007619523,NA,-38.4966770604775,37.2735189457595,27.6724168277398,-134.084959216691,-54.2635475044816,-11.1408767306992,-16.0463234556961,4.98477888212974,13.635255413711,49.678017349121,-36.822444732733,-17.4383201526054,-47.7861527407527,31.6757957462718,-38.5158631249786,66.9752766293268,-27.6758741460287,43.9960254361056,-30.9002759025649,92.0804021418847,90.8828734875435,-23.4354938439627,46.950031098687,-70.7748210209442,40.7187547837503,-22.5940004886327,11.2349509622239,27.5413933553634,360.823680440595,-25.7116161090394,-88.562087073375,-17.4336315405503,-49.2764883915877,-11.1032379870116,NA,-43.9210885367937,8.86660224267387,1.27936137646151,-13.7206288216691,28.9992476424206,50.2115949685559,-20.36627855178,-139.04276074705,-58.7611648423482,-40.9044311836394,-28.0173656171262,11.6985821044729,-8.91499508351136,68.554309616045,-52.2350763095838,-35.2117735859989,-7.45900539971402,-30.4702240916766,-25.1433860992378,-89.2654521258691,-17.5038095096373,-2.05709194868097,-31.156574648571,-58.1437669543008,-19.6141554903605,-0.126084144358602,19.5361703242677,36.2425491076823,-13.5724144303424,-26.7008384069164,34.8783643219347,6.15370661617416,-74.5054577850838,14.7654726028758,-73.57501191805,-24.8269051221123,NA,-47.9087188030522,18.6069084595324,-1.2332042956182,-6.28956826364796,87.8452489742461,0.947750434037185,5.22025842904526,-11.5683157475201,-48.7957912650614,-9.68672043713515,-32.019093783047,-62.6355322454313,-10.8566412590623,5.95267608672793,-45.9075134703514,-15.264283675189,-16.8406076737822,-125.759646759439,4.93047663812473
"565","to",-20.5423689032796,-36.6874381400422,-53.28865695505,NA,-24.5473295352941,-99.5519400937694,NA,-6.08452682876578,4.34604896171178,52.3060615396156,-150.613314553744,-33.2530120766111,-72.0840034544338,-27.4063165996694,-23.9834657498415,-102.98096358155,-26.8143380208671,-35.2333875341935,146.074284730871,-65.2407070549657,-21.5064068749665,7.22537226099884,-123.600570262093,14.4883680071201,38.7806002575238,109.989015481494,-36.7399029579327,-52.6126576080642,-16.4209861308193,-5.34004540913963,-12.7582708966261,50.9439970799872,-19.3317420786736,-69.873187540097,28.5766351083711,-57.3857190867652,-22.7418963106999,-150.326880546796,-9.5099168724972,17.4624941529541,55.1515572558317,NA,-43.5216962847844,36.1727765773164,-45.8405658724597,-2.61179653525055,94.8437524088136,66.890086993666,-21.695895002951,-125.140430241111,-43.725160929384,6.89947837871275,-51.7323669525539,12.5746456066452,-78.4509502683038,-5.64596753692425,-26.5079698764124,-63.6096233472912,30.1529581207236,-49.6540467734541,37.1916106328625,-40.703453643853,-37.8102427539332,8.47523344701717,-26.2624324643629,-60.1453614228259,-28.5536388520055,93.3751602628195,-35.4471234978735,-22.9179454140799,-24.6999542139065,-38.5790107387518,-42.9119456759262,-42.8656057980147,22.7030912048869,-2.91337871788087,-32.9503895153481,-23.1608767485254,NA,-41.0934479916408,10.4926767533982,-17.3659878740405,-22.3833890168349,-14.9646128773276,2.33790042352463,79.1392657684154,-5.0417113150033,-48.3193161690645,-7.30289336914761,-132.627846706087,-104.205534231422,34.5353883750213,8.94113176283123,-9.49846000589329,-4.41898091004909,-15.2156009772959,-70.5449309988849,-15.6180702384262
"566","come",-23.7804442915599,-85.0070058979065,7.46799777321452,NA,-57.2285999430892,-43.8980751452766,NA,-37.9088272921892,-91.7990110701928,3.03877211586401,-187.556603879637,-73.2740829323521,-52.1977500069646,28.3136696882772,-12.046976485899,44.2514744089719,-74.829627280891,-22.4115019312725,-38.9509250360818,34.6684015734603,-35.1420016324899,-71.257098510956,-131.448876479253,-22.8401162991775,39.2114506146875,-79.7895672866239,10.9007072417021,-25.6215954168488,-17.4500015571062,-12.7598923934864,-50.7913711452623,-40.5064875124866,-23.8562588985919,-47.6569105354553,90.5061516023556,-90.9669200320453,-43.6813359073789,-103.797293599954,-33.3573462086034,-61.0154709361294,97.6419667701451,NA,-52.320480788803,5.56042790803131,-82.6007113746173,-21.8294611080876,24.1547428760276,65.5331029434457,-34.0366621006091,-151.945091252988,-77.7971687553124,39.2916592540085,-54.3023642816985,-13.1774813976994,-70.379039898719,-61.2454132309858,-61.9621827427552,-69.8139238247066,12.9290310798484,-13.286401409899,-52.478382831338,-11.8274506078852,-56.1973762653413,-2.5894173443791,-60.0507168327791,-48.1421724857757,-0.674672128715451,59.3726714484633,-19.4805358535911,-40.5969563705556,-25.4448746467782,-78.8226660750811,-28.3313256802044,-69.826980969637,-91.7140067750546,-4.55567607636752,-94.199634320752,-10.4929334956993,NA,-28.7239896144636,-29.2788598343334,15.8995792828041,-25.195747510461,14.6551108258198,-36.4423995554503,155.301251089675,23.9050798199632,1.72773363894171,-9.07054750512269,-35.4103408600068,-37.0655302594409,-16.248670893146,-27.0357795893754,-36.3165669348095,-16.109586440329,-18.4656143702685,-99.9743625199929,7.47902351467563
"567","over",39.2195557084401,-100.007005897906,-0.532002226785477,NA,-25.2285999430892,39.1019248547234,NA,-53.9088272921892,20.2009889298072,-16.961227884136,-117.556603879637,NA,-68.1977500069646,-17.6863303117228,-28.046976485899,-107.748525591028,-26.829627280891,-23.4115019312725,-22.9509250360818,-6.33159842653971,24.8579983675101,-52.257098510956,-140.448876479253,-11.8401162991775,-40.7885493853125,-17.7895672866238,-23.0992927582979,-16.6215954168488,78.5499984428938,35.2401076065136,-65.7913711452623,-42.5064875124866,-27.8562588985919,-57.6569105354553,50.5061516023557,249.033079967955,-43.6813359073789,243.202706400046,-19.3573462086034,-51.0154709361294,8.64196677014507,NA,-49.320480788803,66.5604279080313,-58.6007113746173,-21.8294611080876,41.1547428760276,98.5331029434457,-36.0366621006091,-113.945091252988,-50.7971687553124,-55.7083407459915,-54.3023642816985,33.8225186023006,-32.379039898719,-77.2454132309858,-21.9621827427552,-36.8139238247066,25.9290310798484,-62.286401409899,-15.478382831338,-10.8274506078852,-32.1973762653413,7.4105826556209,-12.0507168327791,-33.1421724857757,-30.6746721287155,57.3726714484633,-50.4805358535911,-56.5969563705556,-35.4448746467782,-48.8226660750811,-43.3313256802044,-8.82698096963695,38.2859932249454,-30.5556760763675,55.800365679248,-10.4929334956993,NA,-49.7239896144636,-5.27885983433341,361.899579282804,-27.195747510461,30.6551108258198,-22.4423995554503,-8.69874891032491,-19.0949201800368,-65.2722663610583,-17.0705475051227,-123.410340860007,-28.0655302594409,23.751329106854,-15.0357795893754,-6.31656693480952,-26.109586440329,-18.4656143702685,-96.9743625199929,4.47902351467563
"568","to",-4.54236890327963,-83.6874381400422,-41.28865695505,NA,-217.547329535294,-26.5519400937694,NA,-7.08452682876578,-69.6539510382882,-27.6939384603844,-70.6133145537443,371.746987923389,-57.0840034544338,-27.4063165996694,-23.9834657498415,-93.9809635815499,-14.8143380208671,-34.2333875341935,2.07428473087109,-20.2407070549657,-31.5064068749665,-53.7746277390012,-96.6005702620933,-9.51163199287991,8.78060025752375,-46.010984518506,-52.7399029579327,-51.6126576080642,16.5790138691807,-5.34004540913963,-43.7582708966262,-69.0560029200128,-19.3317420786736,-39.873187540097,4.57663510837112,NA,-39.7418963106999,-311.326880546796,0.490083127502798,-42.5375058470459,-14.8484427441683,NA,-19.5216962847844,18.1727765773164,-22.8405658724597,4.38820346474945,80.8437524088136,-29.109913006334,-30.695895002951,-125.140430241111,-81.725160929384,-10.1005216212872,-51.7323669525539,19.5746456066452,-21.4509502683038,-20.6459675369242,-2.5079698764124,-64.6096233472912,34.1529581207236,9.34595322654584,-22.8083893671375,-99.703453643853,-34.8102427539332,18.4752334470172,-18.2624324643629,-44.1453614228259,-68.5536388520055,54.3751602628195,490.552876502126,256.08205458592,-27.6999542139065,4.42098926124821,-27.9119456759262,16.1343942019853,-7.29690879511306,-17.9133787178809,-42.9503895153481,8.83912325147461,NA,-26.0934479916408,2.49267675339822,105.63401212596,-29.3833890168349,-22.9646128773276,28.3379004235246,57.1392657684154,-12.0417113150033,-26.3193161690646,-24.3028933691476,-172.627846706087,-119.205534231422,14.5353883750213,-7.05886823716877,-33.4984600058933,-34.4189809100491,-16.2156009772959,-74.5449309988849,4.38192976157384
"569","where",-24.3994819857,-124.666789776839,-40.1536748626532,NA,2.43076485301324,-65.0711426710301,NA,-54.320977523901,-46.871541086145,-51.5948725960118,-157.028248542583,-61.2846183602227,-27.25462328323,-21.3263371677495,-31.0787318539277,-143.132306595767,-14.337271910903,-25.0005591298121,-44.4635299195582,-121.877044112327,-21.9597990112516,-52.9983338969334,-170.873029587833,-30.0043584523263,24.4268757932694,121.321141329317,-75.2789876584804,143.873935678759,-42.4645092702497,24.5301841143401,-92.8079212695804,-43.7317298087236,-29.118517308551,-66.5487720331344,57.4709098493479,NA,-46.6510557057185,8.96749987346753,-46.2810608766566,-94.7544534806712,-2.61282847269823,NA,-66.7198730408124,-24.7457464266112,-94.4807841256962,-38.9382933945062,4.31023810963465,48.8546109183355,-36.7070456494381,-110.847421758926,-54.8331726682766,-6.51225030834365,-80.5873629462707,26.9464551001284,-34.8430847139265,-67.0451360780165,-71.6892891759266,-55.4160740634143,-5.68293244058921,-48.1025787281214,-82.8133795634382,-121.389449089901,-71.8909430210453,-3.12174274007723,-24.9448590169872,-46.1405780172507,-1.73518876707045,-41.1285729587148,-27.4972420314499,-50.4364618487935,-94.317334863214,-82.9444937432457,-28.5410156823434,-68.8076685554481,201.077444234975,-17.8768247556108,705.175743276546,-12.1589618692862,NA,-47.539260425875,-5.16462812819923,111.032362861226,-25.101926757274,14.4649726773934,0.167450455062293,52.3822437503049,-25.6215246125536,-27.7487414570552,-18.4543745731102,-30.8015879369666,-125.49552827345,-1.6407005272296,-48.0242352654787,-45.7256203992676,-36.9548892054689,-4.09062106675481,-83.1890782805469,-11.9724296087735
"570","she",-22.1614065974198,-107.347222018974,-18.9103295909178,NA,-54.8879647391916,-74.725007619523,NA,-21.4966770604775,-48.7264810542405,-52.3275831722602,-154.084959216691,-69.2635475044816,-18.1408767306992,-14.0463234556961,-57.0152211178703,231.635255413711,-62.321982650879,-3.82244473273304,-17.4383201526054,-106.786152740753,-18.3242042537282,4.48413687502142,-140.024723370673,18.3241258539713,33.9960254361056,343.099724097435,2.08040214188473,-43.1171265124565,87.5645061560373,-18.049968901313,-54.7748210209442,-47.2812452162497,-23.5940004886327,1.23495096222388,-36.4586066446366,-139.176319559405,-25.7116161090394,30.437912926625,-12.4336315405503,-73.2764883915877,-8.10323798701163,NA,-38.9210885367937,-4.13339775732613,-84.7206386235385,-36.7206288216691,-80.0007523575794,-61.7884050314441,-43.36627855178,-103.042760747049,-122.761164842348,-8.90443118363938,-38.0173656171262,2.6985821044729,-54.9149950835114,-40.445690383955,-76.2350763095838,-66.2117735859989,-12.459005399714,14.5297759083234,96.8566139007622,-58.2654521258691,-42.5038095096373,-2.05709194868097,-7.15657464857099,-74.1437669543008,-59.6141554903605,-1.1260841443586,-42.4638296757323,-59.7574508923177,-90.5724144303424,-20.7008384069164,-58.1216356780653,-2.84629338382584,-104.505457785084,-10.2345273971242,246.42498808195,-22.8269051221123,NA,-7.90871880305222,2.6069084595324,-31.2332042956182,-40.289568263648,-57.1547510257539,9.94775043403719,153.220258429045,-4.56831574752006,-52.7957912650614,0.313279562864851,-160.019093783047,-50.6355322454313,-30.8566412590623,-10.0473239132721,-44.9075134703514,-15.264283675189,-16.8406076737822,-100.759646759439,7.93047663812473
"571","was",-22.1614065974198,-108.347222018974,-5.91032959091776,NA,49.1120352608084,59.274992380477,NA,-38.4966770604775,-16.7264810542405,-22.3275831722602,-165.084959216691,-69.2635475044816,-16.1408767306992,-28.0463234556961,-43.0152211178703,-2.36474458628903,-98.321982650879,-20.822444732733,-18.4383201526054,-124.786152740753,-28.3242042537282,30.4841368750214,-129.024723370673,-16.6758741460287,-6.00397456389438,31.0997240974351,478.080402141885,-9.11712651245649,-8.43549384396273,-1.04996890131304,-86.7748210209442,-47.2812452162497,-53.5940004886327,-88.7650490377761,43.5413933553634,150.823680440595,-25.7116161090394,-71.562087073375,-44.4336315405503,-68.2764883915877,-13.1032379870116,NA,-48.9210885367937,17.8666022426739,-26.7206386235385,-28.7206288216691,-26.0007523575794,-158.788405031444,-77.36627855178,-129.04276074705,-94.7611648423482,7.09556881636062,-88.0173656171262,19.6985821044729,-84.9149950835114,-72.445690383955,-68.2350763095838,-19.2117735859989,-29.459005399714,556.529775908323,-82.1433860992378,-66.2654521258691,-50.5038095096373,-12.057091948681,-23.156574648571,-50.1437669543008,-69.6141554903605,40.8739158556414,80.5361703242677,-12.7574508923177,-70.5724144303424,-23.7008384069164,-28.1216356780653,142.153706616174,-64.5054577850838,310.765472602876,266.42498808195,5.17309487788767,NA,-46.9087188030522,-5.3930915404676,-17.2332042956182,-14.289568263648,-40.1547510257539,-1.05224956596281,158.220258429045,-18.5683157475201,-127.795791265061,-16.6867204371352,-80.019093783047,-117.635532245431,-50.8566412590623,-26.0473239132721,-45.9075134703514,-5.26428367518902,-32.8406076737822,-70.7596467594389,-24.0695233618753
"572","standing.",-46.8756327622606,-128.305925292567,-39.6403654061241,NA,-72.931775962577,-94.7634127740445,NA,-98.9695784507479,84.8383388500458,-50.1294514435149,-218.914827194369,-93.3267600717048,-29.4821163882916,12.1136354081437,-54.2057533260426,-55.6674306147236,-29.3678504309509,-31.3567879239701,-29.513949453464,-167.058826855475,-29.2309885262984,-91.9632754408431,152.430357977848,-47.6613270649215,125.288576507597,-12.2360242069185,96.0022327407892,-64.1439399388102,-94.5225401228236,16.6904901456465,-42.8741217668528,-76.6326989936713,-59.1675509483874,-82.116218023851,-34.670057162683,10.0800776047546,-53.5299348990766,-52.9733262328475,45.0240804511309,-123.710383658838,-0.632009444071412,NA,-83.3174420488497,-44.9704437651815,698.998924869989,-59.3736225401803,-30.0677809559372,95.1406428178948,-60.3885798447542,-147.45674378268,-100.977188320133,-49.7278885577522,-55.7273576045598,30.4422010914393,-109.699263974757,-86.2440274661396,-102.597714908612,214.175324981755,-66.1307865223396,25.632711998989,-63.1533664918391,-155.637443017966,-92.6652100438614,-25.2510443228698,-60.5214277538197,-54.1342001431504,-85.9772553204905,21.8664494125727,125.435933257115,-59.7944837617449,-112.807175728957,-51.4318044159043,17.6202243091003,35.2695811013075,287.243248275091,54.8385805274158,42.6772536657384,-34.823075363634,NA,-23.8003436715206,3.29229869633752,72.5634971749154,-5.72664374452618,-15.2955799163118,-41.3931495028875,15.7062143928243,-50.7279423426206,39.3453581589574,-34.9896828450604,179.633423755194,-200.215520329489,36.7911809364359,-27.9780579698919,-45.3618342571001,-10.3361002660286,-26.5906478527,-115.047941322763,-18.7782421025699
"573","She",-6.16140659741977,-60.3472220189743,-47.9103295909178,NA,-7.88796473919165,8.27499238047704,NA,41.5033229395225,-52.7264810542405,-12.3275831722602,-63.0849592166906,-85.2635475044816,-35.1408767306992,-19.0463234556961,-10.0152211178703,-41.364744586289,105.678017349121,44.177555267267,-35.4383201526054,-36.7861527407527,-48.3242042537282,-74.5158631249786,-75.0247233706732,-15.6758741460287,-56.0039745638944,47.0997240974351,96.0804021418847,-47.1171265124565,-72.4354938439627,-9.04996890131304,7.22517897905577,105.71875478375,-37.5940004886327,-38.7650490377761,123.541393355363,180.823680440595,294.288383890961,-136.562087073375,1.56636845944968,-50.2764883915877,4.89676201298837,NA,-35.9210885367937,-22.1333977573261,247.279361376462,-28.7206288216691,12.9992476424206,194.211594968556,-39.36627855178,-118.042760747049,-72.7611648423482,247.095568816361,41.9826343828738,35.6985821044729,-93.9149950835114,-41.445690383955,-28.2350763095838,-35.2117735859989,-43.459005399714,9.52977590832344,161.856613900762,-53.2654521258691,285.496190490363,-12.057091948681,8.84342535142901,5.85623304569919,0.385844509639549,-17.1260841443586,18.5361703242677,-17.7574508923177,74.4275855696576,-44.7008384069164,-43.1216356780653,313.153706616174,152.494542214916,49.7654726028758,-73.57501191805,-8.82690512211233,NA,-30.9087188030522,-5.3930915404676,59.7667957043818,-6.28956826364796,-15.1547510257539,6.94775043403718,96.2202584290452,-10.5683157475201,195.204208734939,14.3132795628649,-160.019093783047,-38.6355322454313,59.1433587409377,-10.0473239132721,-31.9075134703514,-25.264283675189,-17.8406076737822,-70.7596467594389,-20.0695233618753
"574","whispered",-46.8756327622606,-159.305925292567,-70.640365406124,NA,-30.931775962577,-95.7634127740445,NA,-130.969578450748,-72.1616611499542,-70.1294514435149,-238.914827194369,-93.3267600717048,-54.4821163882916,-14.8863645918563,-70.2057533260426,-14.6674306147236,45.6321495690491,-15.3567879239701,-44.513949453464,-145.058826855475,-79.2309885262984,-41.9632754408431,83.4303579778476,-58.6613270649215,-24.7114234924032,-74.2360242069185,-130.997767259211,17.8560600611898,-126.522540122824,-24.3095098543535,-89.8741217668528,50.3673010063287,-58.1675509483874,-42.116218023851,117.329942837317,220.080077604755,-21.5299348990766,1222.02667376715,-78.9759195488691,-149.710383658838,137.367990555929,NA,-87.3174420488497,-40.9704437651815,-118.001075130011,-99.3736225401803,183.932219044063,29.1406428178948,-42.3885798447542,222.54325621732,-42.9771883201333,-49.7278885577522,54.2726423954402,38.4422010914393,-122.699263974757,-54.2440274661396,25.4022850913878,-81.8246750182451,104.86921347766,-52.367288001011,-110.153366491839,-147.637443017966,-101.665210043861,4.74895567713024,-12.5214277538197,-78.1342001431504,-35.9772553204904,5.86644941257273,2.43593325711503,-59.7944837617449,-131.807175728957,-6.43180441590435,-60.3797756908997,30.2695811013075,42.2432482750914,12.8385805274158,-137.322746334262,-2.82307536363399,NA,8.19965632847937,-12.7077013036625,-84.4365028250846,-14.7266437445262,-71.2955799163118,-49.3931495028875,18.7062143928243,-43.7279423426206,-55.6546418410426,-25.9896828450604,67.6334237551942,-11.2155203294888,-73.2088190635641,-27.9780579698919,-29.3618342571001,9.66389973397137,-41.5906478527,166.952058677237,-50.7782421025699
"575","something",-31.8756327622606,-144.305925292567,-14.6403654061241,NA,-62.931775962577,-81.7634127740445,NA,-178.969578450748,-146.161661149954,-80.1294514435149,-224.914827194369,-30.3267600717048,-56.4821163882916,-30.8863645918563,-103.205753326043,-80.6674306147236,-58.3678504309509,-14.3567879239701,-45.513949453464,-78.0588268554747,-9.2309885262984,-128.963275440843,-124.569642022152,-81.6613270649216,-74.7114234924032,18.7639757930815,-286.997767259211,-52.1439399388102,55.4774598771764,-30.3095098543535,-136.874121766853,-60.6326989936713,-26.1675509483875,-132.116218023851,100.329942837317,NA,-53.5299348990766,-358.973326232847,-100.975919548869,-97.7103836588382,-56.6320094440714,NA,-88.3174420488497,-52.9704437651815,-221.001075130011,-99.3736225401803,-28.0677809559372,-129.859357182105,-56.3885798447542,-128.45674378268,-121.977188320133,-49.7278885577522,-65.7273576045598,46.4422010914393,336.300736025243,-85.2440274661396,-30.5977149086123,-65.8246750182451,-72.1307865223396,-48.367288001011,-92.1533664918391,-21.6374430179657,-100.665210043861,-5.25104432286976,-12.5214277538197,-86.1342001431504,104.02274467951,-83.1335505874273,31.435933257115,99.2055162382551,-145.807175728957,-52.4318044159043,-44.3797756908997,-120.730418898692,-187.756751724909,-8.16141947258415,-127.322746334262,-18.823075363634,NA,-36.8003436715206,18.2922986963375,-83.4365028250846,-21.7266437445262,55.7044200836882,-39.3931495028875,-38.2937856071757,-25.7279423426206,34.3453581589574,5.01031715493961,-196.366576244806,-122.215520329489,-53.2088190635641,-43.9780579698919,1.63816574289992,-0.33610026602863,-42.5906478527,-108.047941322763,88.2217578974301
